pageid,revid,user_rating,flesch_reading_ease,flesch_kincaid_grade,smog_index,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,readability_consensus
28739488,409635005,GA,44.75,11.5,13.0,21.46,19.5,8.72,559,12.5,9.2,12th and 13th grade
25443532,409680560,Start,56.25,9.1,11.2,20.94,17.6,9.86,172,5.5,8.0,9th and 10th grade
17711632,409695026,Stub,49.15,11.9,13.0,15.15,15.8,8.74,181,9.0,10.8,8th and 9th grade
30592672,409717854,Start,44.75,11.5,13.0,23.96,21.3,10.22,146,7.5,9.2,23th and 24th grade
71762,409733081,C,26.81,14.2,14.6,26.34,23.7,10.12,361,10.5,9.6,14th and 15th grade
10029898,409746550,FA,42.72,12.3,15.9,21.23,20.2,9.02,837,23.0,10.0,9th and 10th grade
426594,409746939,FA,54.22,9.9,13.0,16.12,14.8,7.99,2031,15.0,8.8,14th and 15th grade
11364020,409765300,B,17.34,15.8,14.6,32.08,29.1,9.1,422,7.5,10.0,9th and 10th grade
24779004,409804093,B,-20.91,20.2,15.9,57.24,47.6,8.84,271,9.0,8.4,8th and 9th grade
5697687,409806113,C,28.17,15.8,17.1,29.24,29.4,9.77,480,17.5,12.4,17th and 18th grade
40293,409845020,C,64.37,6.0,8.8,31.16,23.8,8.98,528,8.0,4.8,8th and 9th grade
1127548,409882971,C,-22.59,22.9,21.2,35.22,34.0,12.07,437,12.0,12.4,11th and 12th grade
30622939,409929383,Start,52.19,10.7,13.0,18.56,17.6,9.33,341,12.0,9.6,9th and 10th grade
2381465,409975624,Start,35.27,13.1,15.9,18.91,17.5,9.46,284,18.0,9.6,17th and 18th grade
29434901,409981503,GA,7.86,17.4,15.9,31.61,29.2,9.52,523,19.0,10.4,9th and 10th grade
327655,409999508,B,16.32,16.2,18.2,28.31,26.3,10.96,657,28.5,10.4,28th and 29th grade
29689022,410011390,GA,24.78,15.0,17.1,29.53,27.4,10.16,427,12.0,10.4,29th and 30th grade
7311301,410014431,C,31.55,16.6,15.9,17.76,22.1,10.32,385,11.0,14.4,10th and 11th grade
30623960,410068505,Start,39.67,13.4,15.9,16.95,17.9,9.24,334,5.5,11.2,17th and 18th grade
724638,410082009,Start,38.66,13.8,15.9,23.33,23.6,10.17,199,25.0,11.6,23th and 24th grade
464728,410102235,GA,28.84,13.5,14.6,29.4,25.3,8.99,220,20.5,8.8,8th and 9th grade
30274658,410108784,GA,20.38,14.6,15.9,28.88,25.2,10.01,356,9.0,8.8,8th and 9th grade
18352368,410185039,GA,20.72,16.6,18.2,24.6,24.9,9.46,686,13.0,12.0,24th and 25th grade
29009448,410201867,B,32.9,11.9,13.0,28.24,22.9,9.72,376,6.0,7.2,11th and 12th grade
1882974,410209968,GA,-7.03,19.0,15.9,40.89,35.5,9.35,1053,31.5,9.6,9th and 10th grade
4417322,410220081,Start,3.46,17.0,15.9,32.54,28.2,10.63,201,11.5,8.8,16th and 17th grade
15169313,410266855,GA,32.22,14.2,15.9,27.09,25.6,9.9,468,8.0,10.8,25th and 26th grade
24648861,410509143,GA,21.74,16.2,15.9,25.59,25.2,9.26,1162,11.5,11.6,11th and 12th grade
30577128,410536302,GA,11.25,18.2,17.1,31.1,30.7,10.32,401,27.0,12.4,30th and 31th grade
25846068,410553564,C,-29.36,21.3,15.9,50.46,41.9,10.06,178,26.0,8.4,25th and 26th grade
20447034,410574262,Start,42.72,12.3,14.6,17.4,16.8,10.23,399,10.5,10.0,10th and 11th grade
19508445,410603480,Start,44.75,11.5,13.0,22.1,19.8,9.52,246,27.0,9.2,9th and 10th grade
3635789,410679103,Stub,54.22,9.9,13.0,18.33,16.4,8.99,74,13.0,8.8,12th and 13th grade
26967112,410706400,B,38.66,13.8,15.9,22.98,23.3,9.69,281,8.0,11.6,22th and 23th grade
30676164,410729784,Stub,-26.32,20.2,15.9,43.43,35.1,13.49,189,12.5,7.2,12th and 13th grade
19364183,410797866,Stub,29.86,13.1,14.6,25.05,21.4,10.63,84,19.5,8.4,19th and 20th grade
51459,410832790,C,35.27,13.1,13.0,22.28,20.2,9.45,353,22.0,9.6,21th and 22th grade
29352571,410845088,C,28.84,13.5,14.6,25.17,22.0,10.08,185,32.5,8.8,21th and 22th grade
8572354,410881494,Stub,49.82,9.5,13.0,16.06,13.0,10.39,48,6.0,7.2,12th and 13th grade
30689466,410949495,C,-2.97,17.4,14.6,46.39,38.4,9.69,160,8.0,8.0,7th and 8th grade
28394714,410955921,Start,18.35,15.4,15.9,33.18,29.5,10.08,160,51.5,9.6,15th and 16th grade
6900992,410973977,Start,-19.89,19.8,15.9,45.0,37.3,11.99,185,8.0,8.0,7th and 8th grade
1860065,411059656,C,35.27,13.1,14.6,19.61,18.1,9.25,627,7.0,9.6,9th and 10th grade
25078597,411118883,Stub,-20.91,20.2,15.9,42.28,35.2,12.0,46,9.0,8.4,8th and 9th grade
8074035,411122336,C,33.24,13.8,17.1,23.73,22.8,10.55,513,11.5,10.4,11th and 12th grade
29111839,411132183,GA,21.74,16.2,15.9,27.1,26.4,9.16,824,15.0,11.6,15th and 16th grade
22054442,411147884,FA,41.7,12.7,14.6,17.69,17.6,8.89,758,15.0,10.4,17th and 18th grade
29800256,411148060,FA,36.28,12.7,14.6,25.41,22.3,9.0,1047,5.5,9.2,8th and 9th grade
1006150,411148218,FA,34.26,13.5,14.6,24.6,22.9,9.01,1224,13.0,10.0,9th and 10th grade
560061,411148369,FA,11.92,15.8,15.9,29.87,25.7,10.32,2199,9.0,8.8,15th and 16th grade
27949474,411148493,FA,14.29,17.0,17.1,32.95,31.0,9.46,491,26.0,11.2,16th and 17th grade
23222436,411148768,FA,40.69,13.1,14.6,21.06,20.8,8.75,446,16.0,10.8,20th and 21th grade
199617,411180196,C,35.95,16.9,17.1,22.23,27.9,9.75,1043,13.0,16.0,16th and 17th grade
2316399,411201340,C,27.15,16.2,18.2,26.86,27.9,10.02,587,12.5,12.8,12th and 13th grade
30690190,411265098,C,33.24,13.8,17.1,26.74,24.9,6.57,331,8.5,10.4,26th and 27th grade
21174901,411271816,GA,16.32,16.2,17.1,27.5,25.5,9.1,497,17.0,10.4,16th and 17th grade
26232041,411310278,B,42.72,12.3,14.6,25.0,22.9,9.67,211,18.0,10.0,9th and 10th grade
351856,411342549,C,25.8,14.6,15.9,23.9,22.2,9.74,244,6.5,10.0,9th and 10th grade
30713912,411399785,Start,37.64,14.2,15.9,19.5,20.7,10.45,115,14.0,12.0,13th and 14th grade
30714880,411413496,Stub,12.94,15.4,15.9,33.17,28.1,12.48,51,8.5,8.4,15th and 16th grade
177326,411433544,B,51.18,11.1,14.6,17.29,17.0,9.0,1846,27.0,10.0,16th and 17th grade
2528710,411454310,Start,28.17,15.8,17.1,23.44,24.4,10.74,134,11.0,12.4,10th and 11th grade
30634840,411464246,B,20.38,14.6,14.6,27.32,24.0,9.81,199,11.0,8.8,14th and 15th grade
30713531,411469349,B,34.93,11.1,11.2,27.65,21.6,7.87,401,6.5,6.4,11th and 12th grade
30064255,411566511,Stub,37.3,12.3,13.0,17.63,15.7,9.95,107,11.0,8.8,12th and 13th grade
29666989,411581877,GA,38.31,11.9,13.0,25.17,21.3,9.29,360,7.0,8.4,11th and 12th grade
30582905,411583854,GA,31.21,14.6,17.1,22.86,22.8,9.72,622,17.5,11.2,22th and 23th grade
30725643,411596337,Stub,21.4,14.3,14.6,28.42,24.0,11.21,124,14.5,8.4,14th and 15th grade
450708,411606892,C,55.24,9.5,13.0,16.3,14.4,9.29,339,7.0,8.4,9th and 10th grade
3267969,411624872,B,44.75,11.5,13.0,17.98,16.4,8.61,1223,12.5,9.2,12th and 13th grade
55914,411766697,B,39.67,13.4,15.9,21.12,21.0,9.68,193,13.0,11.2,20th and 21th grade
18395038,411817231,GA,18.35,15.4,14.6,28.48,25.2,8.31,1217,28.0,9.6,27th and 28th grade
10339530,411821796,FA,-6.01,18.6,15.9,37.59,32.4,9.39,1301,14.5,9.2,18th and 19th grade
30744656,411924120,Stub,22.75,15.8,15.9,29.71,28.0,10.48,83,53.5,11.2,15th and 16th grade
2083266,411937444,B,87.72,3.3,11.2,24.91,18.9,7.36,290,8.5,5.6,5th and 6th grade
30745971,411946058,Stub,-13.79,23.6,23.7,43.34,44.6,13.26,87,25.0,15.6,23th and 24th grade
8168684,411959805,Start,39.67,13.4,15.9,17.41,18.0,9.2,427,10.5,11.2,17th and 18th grade
2489708,412044072,Start,38.31,11.9,15.9,35.09,29.5,11.73,68,6.5,8.4,11th and 12th grade
16880576,412099507,GA,25.8,14.6,14.6,28.6,26.1,8.26,1247,6.5,10.0,14th and 15th grade
20750713,412125671,Start,43.73,11.9,13.0,18.39,17.5,8.25,176,10.5,9.6,17th and 18th grade
30756488,412133437,Stub,13.28,17.4,19.3,38.0,35.3,11.61,52,14.5,11.6,11th and 12th grade
30556186,412146072,B,48.13,12.3,15.9,19.03,19.8,8.5,1012,11.5,11.2,11th and 12th grade
30757003,412152577,B,17.34,15.8,15.9,26.68,24.4,9.61,363,6.5,10.0,15th and 16th grade
3970776,412256495,Start,56.59,11.1,13.0,12.19,14.2,8.05,958,17.0,11.2,12th and 13th grade
30765647,412287561,Stub,-35.79,21.7,15.9,49.93,40.7,13.26,56,8.5,7.6,8th and 9th grade
23999057,412290877,GA,32.57,16.2,18.2,20.66,23.9,8.64,1209,15.5,14.0,15th and 16th grade
19168299,412300194,C,14.97,14.7,14.6,35.72,29.4,9.56,233,25.0,7.6,14th and 15th grade
12575165,412376962,Start,67.76,6.8,8.8,22.43,17.9,8.7,183,8.5,6.8,8th and 9th grade
440973,412400291,GA,39.67,13.4,15.9,24.66,24.3,9.26,505,17.0,11.2,24th and 25th grade
21971061,412455129,C,17.68,17.8,17.1,23.33,25.4,9.31,716,19.5,13.2,17th and 18th grade
2118721,412669030,B,56.25,9.1,13.0,20.47,17.3,9.35,329,5.5,8.0,9th and 10th grade
7912027,412800905,FA,22.41,13.9,14.6,32.25,26.7,8.95,1489,8.0,8.0,7th and 8th grade
4257673,412801113,FA,54.22,9.9,13.0,16.41,14.8,8.59,1298,7.0,8.8,8th and 9th grade
26618026,412801557,FA,29.86,13.1,14.6,26.91,23.0,9.22,1079,6.5,8.4,26th and 27th grade
30273100,412801717,FA,48.81,9.9,13.0,21.39,17.9,9.01,576,9.0,7.6,9th and 10th grade
1456653,412801910,FA,43.73,11.9,14.6,19.9,18.5,8.51,920,6.0,9.6,19th and 20th grade
3120119,412802110,FA,34.26,13.5,13.0,22.91,21.3,8.71,1034,8.5,10.0,8th and 9th grade
28223827,412802313,FA,-7.03,19.0,17.1,37.41,32.5,9.66,2300,13.5,9.6,9th and 10th grade
1267116,412802500,FA,20.38,14.6,15.9,30.62,26.7,8.45,1198,15.0,8.8,14th and 15th grade
7057218,412802666,FA,10.91,16.2,17.1,31.44,27.3,10.74,1223,8.0,9.2,16th and 17th grade
28308367,412805320,Stub,38.31,11.9,13.0,30.97,26.4,10.56,26,12.5,8.4,12th and 13th grade
30442244,412819472,GA,28.17,15.8,17.1,23.96,25.1,9.44,371,17.5,12.4,17th and 18th grade
19735464,412893871,Start,34.93,11.1,13.0,36.93,29.2,8.42,557,5.5,6.4,5th and 6th grade
11060952,412924337,Start,52.53,12.6,13.0,21.3,23.3,9.83,251,11.0,12.8,12th and 13th grade
867891,412932803,C,39.67,13.4,14.6,18.4,19.1,8.77,1336,8.0,11.2,18th and 19th grade
21733348,412959593,Start,46.1,13.0,14.6,15.61,17.8,8.95,731,13.5,12.0,17th and 18th grade
1550846,413018661,GA,33.24,13.8,14.6,20.77,20.4,9.63,371,6.0,10.4,20th and 21th grade
26001472,413093093,Start,7.52,15.4,15.9,39.26,31.9,12.39,171,23.0,7.2,15th and 16th grade
30252134,413160819,C,26.81,14.2,15.9,24.89,22.7,10.07,213,8.5,9.6,9th and 10th grade
903211,413204030,C,5.83,18.2,18.2,42.0,38.5,8.84,450,18.5,11.2,18th and 19th grade
30790562,413217508,C,-37.15,20.2,13.0,54.59,42.8,11.48,293,19.5,4.8,19th and 20th grade
30824721,413226325,B,27.83,13.9,13.0,27.9,24.4,10.23,407,6.5,9.2,12th and 13th grade
1884115,413266927,C,29.86,13.1,14.6,22.44,19.5,10.0,381,22.5,8.4,22th and 23th grade
30706628,413277491,B,24.78,15.0,17.1,21.81,21.2,10.92,414,7.0,10.4,21th and 22th grade
1853857,413289316,GA,30.87,12.7,13.0,26.61,22.3,9.21,402,11.5,8.0,12th and 13th grade
1004138,413375357,FA,31.21,14.6,15.9,23.33,23.1,9.49,528,12.0,11.2,11th and 12th grade
7026390,413384047,GA,24.78,15.0,15.9,29.35,27.3,9.54,481,12.5,10.4,12th and 13th grade
29670235,413444726,Stub,54.22,9.9,8.8,22.21,19.6,9.74,29,9.0,8.8,8th and 9th grade
232586,413445501,C,41.7,12.7,13.0,15.72,16.0,8.97,969,22.0,10.4,15th and 16th grade
12129505,413462767,Start,51.18,11.1,14.6,17.4,16.9,8.16,114,11.0,10.0,16th and 17th grade
5024894,413484210,B,36.28,12.7,14.6,24.07,21.3,9.26,214,28.0,9.2,27th and 28th grade
30631353,413495759,GA,33.24,13.8,15.9,20.71,20.3,9.01,552,14.0,10.4,13th and 14th grade
29637461,413532982,Stub,1.09,15.8,14.6,30.43,24.0,10.84,73,8.0,6.4,23th and 24th grade
23801315,413564666,GA,22.75,15.8,15.9,25.01,24.4,8.85,818,24.5,11.2,24th and 25th grade
108411,413581799,C,24.44,13.1,14.6,29.28,23.7,10.02,404,13.0,7.2,12th and 13th grade
25656779,413600121,C,31.21,14.6,15.9,25.82,24.9,8.99,382,56.5,11.2,25th and 26th grade
19729241,413607869,FA,41.7,12.7,15.9,23.03,21.9,8.88,2709,8.0,10.4,21th and 22th grade
533748,413608351,FA,34.26,13.5,17.1,21.06,20.0,8.54,2711,8.5,10.0,8th and 9th grade
9976582,413608707,FA,36.28,12.7,13.0,24.25,21.5,7.43,2300,11.0,9.2,12th and 13th grade
18869980,413645592,C,46.1,13.0,15.9,20.54,21.8,9.58,175,18.0,12.0,21th and 22th grade
3800431,413645687,Start,11.92,15.8,15.9,31.96,27.3,11.33,326,24.5,8.8,15th and 16th grade
5922070,413702764,Start,8.53,15.1,13.0,38.56,30.8,10.39,363,8.5,6.8,12th and 13th grade
30853646,413706279,Start,13.28,17.4,19.3,25.24,25.0,10.89,131,30.5,11.6,24th and 25th grade
28039625,413707359,Stub,28.17,15.8,17.1,36.32,34.9,12.52,50,50.5,12.4,12th and 13th grade
30699118,413722007,GA,26.81,14.2,15.9,29.24,26.1,10.14,449,7.0,9.6,9th and 10th grade
3507301,413737375,GA,42.72,12.3,14.6,24.48,22.7,9.28,529,17.0,10.0,9th and 10th grade
30814208,413847959,Start,-14.13,21.7,21.2,36.14,35.2,11.92,167,8.0,12.4,21th and 22th grade
3671672,413850463,C,27.83,13.9,15.9,24.48,22.0,10.06,399,9.0,9.2,8th and 9th grade
11131189,413873118,C,52.19,10.7,14.6,15.72,15.3,9.33,580,18.5,9.6,9th and 10th grade
28296,413894470,C,42.72,12.3,14.6,19.61,18.8,9.93,735,14.0,10.0,9th and 10th grade
30870229,413925261,Stub,16.32,16.2,17.1,36.66,33.3,10.91,129,48.0,10.4,10th and 11th grade
30729707,413925855,B,3.46,17.0,17.1,28.77,24.7,10.54,236,21.5,8.8,16th and 17th grade
30871927,413947924,C,43.73,11.9,15.9,21.64,20.1,9.93,142,7.5,9.6,9th and 10th grade
30672345,413961650,GA,49.82,9.5,13.0,24.87,20.2,9.66,446,13.0,7.2,12th and 13th grade
28121544,414002440,GA,29.86,13.1,14.6,24.36,20.6,9.72,409,18.5,8.4,20th and 21th grade
29580396,414002712,Start,27.83,13.9,15.9,22.91,20.5,9.83,255,14.5,9.2,9th and 10th grade
11944051,414007819,GA,40.69,13.1,15.9,17.93,18.2,9.22,367,18.0,10.8,17th and 18th grade
30743542,414036489,GA,31.21,14.6,15.9,23.85,23.6,9.06,918,15.5,11.2,23th and 24th grade
316084,414037264,C,37.64,14.2,14.6,22.4,23.5,9.85,302,14.0,12.0,14th and 15th grade
30879804,414051362,C,8.88,17.0,15.9,31.56,28.4,10.58,215,13.0,10.0,12th and 13th grade
30576019,414088083,Start,17.68,17.8,18.2,23.04,25.2,10.03,215,28.5,13.2,17th and 18th grade
30883334,414114613,Start,-3.98,17.8,17.1,36.83,31.1,12.5,180,9.0,8.4,17th and 18th grade
23240578,414118988,GA,55.24,9.5,13.0,22.33,19.3,8.67,405,28.5,8.4,9th and 10th grade
30885542,414183253,Stub,-1.95,17.0,14.6,43.2,35.3,11.48,77,8.0,7.6,7th and 8th grade
108675,414256755,C,48.81,9.9,13.0,19.89,16.6,8.67,572,16.5,7.6,16th and 17th grade
1838387,414262844,C,19.37,15.0,15.9,29.12,25.6,9.67,1542,8.5,9.2,9th and 10th grade
1339280,414331805,GA,4.47,16.6,15.9,36.89,30.9,8.94,1006,12.5,8.4,12th and 13th grade
416448,414419093,Start,10.91,16.2,14.6,27.44,24.0,10.78,137,8.5,9.2,8th and 9th grade
30911356,414438174,Stub,-11.43,18.6,18.2,62.0,51.1,12.72,75,11.0,8.0,12th and 13th grade
30897208,414445956,GA,39.67,13.4,14.6,22.63,22.5,9.11,551,16.0,11.2,22th and 23th grade
4220684,414447343,GA,26.81,14.2,15.9,28.37,25.2,9.0,422,11.5,9.6,15th and 16th grade
30917847,414505581,Stub,9.89,16.6,17.1,31.61,28.1,11.35,84,18.5,9.6,16th and 17th grade
30922870,414546232,Stub,47.12,12.7,14.6,17.24,18.5,8.87,130,7.0,11.6,18th and 19th grade
17579286,414558311,Start,29.18,15.4,17.1,26.4,26.6,11.26,186,15.0,12.0,26th and 27th grade
25821496,414572013,B,17.34,15.8,15.9,33.24,29.8,9.02,192,12.5,10.0,15th and 16th grade
13178552,414601231,B,23.77,15.4,15.9,28.66,26.8,9.55,307,15.0,10.8,15th and 16th grade
22696716,414610080,FA,41.7,12.7,14.6,21.35,20.8,8.19,696,10.5,10.4,10th and 11th grade
29910308,414679676,Start,24.44,13.1,14.6,33.81,27.5,11.05,196,13.5,7.2,13th and 14th grade
7015177,414680201,Start,42.72,12.3,14.6,20.36,19.4,10.63,117,5.5,10.0,10th and 11th grade
29749688,414684611,C,52.19,10.7,11.2,19.72,18.5,8.99,199,16.0,9.6,10th and 11th grade
23693333,414799555,C,21.4,20.5,20.3,24.79,32.7,11.06,212,31.5,18.4,20th and 21th grade
30940762,414806657,Start,10.91,16.2,15.9,33.76,29.2,11.99,190,20.0,9.2,15th and 16th grade
1054296,414825535,FA,27.83,13.9,15.9,25.76,22.9,9.22,740,14.0,9.2,13th and 14th grade
353767,414825664,FA,36.28,12.7,14.6,24.65,21.9,8.55,1784,16.5,9.2,8th and 9th grade
11868078,414842477,GA,26.81,14.2,14.6,29.93,26.9,9.04,293,15.0,9.6,14th and 15th grade
841074,414842767,B,24.78,15.0,17.1,21.35,20.8,10.11,350,13.5,10.4,20th and 21th grade
30858661,414972984,Stub,1.1,22.1,21.2,29.83,34.7,12.86,138,8.5,16.4,12th and 13th grade
967992,414974836,GA,25.8,14.6,15.9,25.87,24.0,10.69,407,8.5,10.0,25th and 26th grade
4911098,415007147,Start,46.78,10.7,13.0,19.78,17.0,9.68,205,11.5,8.4,10th and 11th grade
3396017,415012088,Start,-15.49,20.1,17.1,35.73,31.3,10.55,175,11.5,9.6,11th and 12th grade
30952540,415016689,Stub,-3.98,17.8,15.9,35.26,29.9,11.31,44,10.5,8.4,10th and 11th grade
13206459,415020809,Start,-54.73,43.5,43.1,29.55,61.3,12.17,93,11.0,38.4,43th and 44th grade
193164,415036902,GA,43.73,11.9,13.0,23.32,21.2,8.9,755,18.5,9.6,18th and 19th grade
1881884,415061582,GA,25.8,14.6,15.9,28.89,26.1,8.86,450,12.5,10.0,12th and 13th grade
4575985,415132662,C,39.67,13.4,14.6,22.98,22.9,9.47,430,28.0,11.2,22th and 23th grade
14770071,415169634,GA,26.14,16.6,17.1,26.75,28.2,10.14,382,26.5,13.2,26th and 27th grade
23895943,415197625,GA,29.86,13.1,14.6,29.11,25.0,9.32,595,6.5,8.4,24th and 25th grade
30236308,415294615,Stub,-10.41,18.2,14.6,40.07,33.0,11.74,76,7.5,7.6,7th and 8th grade
87542,415296198,GA,8.88,17.0,15.9,32.25,29.1,9.99,460,12.0,10.0,9th and 10th grade
30958981,415310815,B,25.8,14.6,15.9,23.73,22.2,9.16,747,6.5,10.0,9th and 10th grade
30970982,415330547,Stub,0.42,18.2,18.2,28.71,26.0,12.09,95,13.5,10.0,28th and 29th grade
23851051,415383682,Start,26.81,14.2,15.9,24.54,22.1,9.99,98,7.5,9.6,9th and 10th grade
30980226,415466603,Start,29.18,15.4,17.1,30.23,29.6,11.01,59,23.5,12.0,29th and 30th grade
5817097,415483698,FA,61.67,9.1,11.2,16.24,15.0,8.06,1293,8.5,9.2,8th and 9th grade
2068555,415484024,FA,43.73,11.9,14.6,19.43,18.2,8.45,849,14.0,9.6,18th and 19th grade
60540,415484115,FA,43.73,11.9,14.6,20.13,18.7,8.55,1425,7.5,9.6,18th and 19th grade
30981760,415487877,Stub,-21.92,20.5,19.3,40.77,34.7,13.58,181,19.0,8.8,18th and 19th grade
4732678,415505931,Start,-5.0,18.2,18.2,36.71,31.2,12.23,293,10.5,8.8,18th and 19th grade
30660795,415515795,GA,27.15,16.2,17.1,24.6,26.0,9.51,463,16.5,12.8,16th and 17th grade
24239512,415601575,C,64.04,10.3,13.0,13.23,15.2,8.06,512,17.5,11.6,12th and 13th grade
30987349,415624427,C,-10.41,18.2,14.6,46.8,38.3,10.54,85,13.0,7.6,12th and 13th grade
28074790,415654942,Start,2.44,17.4,15.9,40.14,34.5,12.15,152,11.0,9.2,15th and 16th grade
29174356,415682008,C,26.81,14.2,15.9,29.58,26.5,10.7,252,18.5,9.6,29th and 30th grade
6490348,415704390,FA,35.27,13.1,14.6,20.13,18.9,8.19,1832,9.0,9.6,8th and 9th grade
30994143,415704694,Stub,5.49,16.2,17.1,42.16,34.9,12.16,69,6.0,8.0,16th and 17th grade
29066306,415768257,C,53.21,10.3,14.6,17.06,15.9,9.45,348,6.0,9.2,9th and 10th grade
8525842,415771406,Start,28.84,13.5,14.6,24.53,21.5,10.64,238,5.0,8.8,24th and 25th grade
2405849,415777723,C,55.58,11.5,13.0,15.21,16.7,9.12,307,27.5,11.6,11th and 12th grade
4403459,415786017,Stub,32.22,14.2,14.6,24.49,23.4,10.04,120,8.0,10.8,14th and 15th grade
563698,415948403,GA,48.13,12.3,15.9,22.69,22.7,9.56,217,18.0,11.2,22th and 23th grade
7675260,415956180,GA,25.8,14.6,15.9,31.09,27.9,9.33,390,13.5,10.0,9th and 10th grade
29937485,416002086,Start,48.47,14.2,15.9,13.59,18.7,9.01,378,18.0,14.4,13th and 14th grade
149742,416183796,C,41.7,12.7,14.6,21.75,21.0,9.24,753,23.0,10.4,22th and 23th grade
18868835,416247697,Start,53.21,10.3,13.0,19.32,17.7,9.19,371,19.0,9.2,9th and 10th grade
5387721,416249344,Start,14.63,18.9,21.2,31.1,33.1,11.78,92,10.5,14.4,18th and 19th grade
29690684,416263849,Stub,64.71,8.0,11.2,13.69,11.7,8.89,138,7.0,8.0,7th and 8th grade
7725899,416299010,GA,27.83,13.9,15.9,28.42,25.0,9.37,279,7.0,9.2,24th and 25th grade
1435063,416342853,C,34.6,15.4,17.1,24.43,26.3,8.97,673,14.5,13.2,14th and 15th grade
3275671,416368877,B,55.24,9.5,13.0,15.31,13.4,8.63,655,10.5,8.4,12th and 13th grade
8188259,416376950,Start,32.22,14.2,17.1,21.18,20.9,10.92,240,11.5,10.8,10th and 11th grade
31036706,416402939,Start,20.38,14.6,17.1,25.81,22.5,10.76,146,5.5,8.8,25th and 26th grade
25619858,416437228,Stub,-0.94,16.6,15.9,34.15,27.5,12.57,21,6.5,7.2,12th and 13th grade
28450797,416445649,Start,48.13,12.3,15.9,24.49,24.2,9.92,117,58.0,11.2,57th and 58th grade
21379249,416454337,B,27.83,13.9,14.6,26.86,23.5,9.6,685,8.0,9.2,9th and 10th grade
1858848,416475486,GA,9.89,16.6,15.9,32.72,28.9,9.4,431,9.0,9.6,9th and 10th grade
24108375,416486631,GA,5.49,16.2,15.9,32.53,27.1,9.63,579,7.0,8.0,15th and 16th grade
2929441,416490990,B,-2.97,17.4,14.6,32.82,27.2,9.75,970,9.0,8.0,14th and 15th grade
31043814,416519252,Stub,-109.56,33.5,24.5,64.21,54.8,16.58,168,36.0,10.0,24th and 25th grade
31045622,416551249,Stub,21.4,14.3,15.9,27.08,22.9,11.43,129,14.5,8.4,14th and 15th grade
17220861,416553603,B,17.34,15.8,15.9,33.12,29.9,8.58,386,38.5,10.0,15th and 16th grade
1216897,416612709,GA,16.66,18.1,18.2,23.8,25.9,9.43,472,16.5,13.6,25th and 26th grade
30226129,416628941,Start,19.37,15.0,15.9,28.42,25.0,10.21,167,8.5,9.2,8th and 9th grade
475763,416630279,GA,39.67,13.4,15.9,24.72,24.0,9.56,372,15.5,11.2,15th and 16th grade
7424494,416637296,GA,46.1,13.0,14.6,18.51,20.2,9.09,668,25.5,12.0,25th and 26th grade
1210466,416642845,GA,39.67,13.4,15.9,25.24,24.6,9.65,465,53.5,11.2,24th and 25th grade
14017029,416667230,B,-11.43,18.6,15.9,46.11,38.1,10.66,150,17.5,8.0,18th and 19th grade
5287207,416700634,GA,47.12,12.7,15.9,17.41,18.6,8.27,814,10.5,11.6,10th and 11th grade
18596981,416712838,C,16.32,16.2,15.9,29.64,27.3,9.56,348,14.0,10.4,15th and 16th grade
31053898,416744591,Stub,-9.06,19.7,19.3,35.73,32.3,14.55,40,21.0,10.4,19th and 20th grade
13023060,416768570,Start,68.77,6.4,8.8,19.24,14.9,8.8,187,6.0,6.4,8th and 9th grade
31048957,416808732,C,43.73,11.9,14.6,20.65,19.2,8.55,809,19.0,9.6,18th and 19th grade
1940781,416827572,GA,39.67,13.4,14.6,18.57,19.1,8.83,491,9.0,11.2,8th and 9th grade
12477751,416828778,Start,-13.46,19.4,15.9,42.86,36.1,10.73,148,11.0,8.8,10th and 11th grade
4722290,416832700,GA,10.91,16.2,14.6,32.54,28.3,9.34,752,26.0,9.2,25th and 26th grade
17200436,416849842,GA,47.79,10.3,13.0,19.95,16.9,8.56,771,7.5,8.0,7th and 8th grade
7397636,416895652,GA,10.91,16.2,13.0,33.52,29.1,8.65,547,7.5,9.2,12th and 13th grade
2864,416920459,GA,18.35,15.4,15.9,25.76,23.0,8.92,2883,16.0,9.6,15th and 16th grade
31068097,416924793,Start,-15.49,20.1,18.2,41.94,36.5,10.22,175,11.5,9.6,9th and 10th grade
24450650,416927617,GA,39.67,13.4,15.9,20.72,21.0,9.55,545,16.5,11.2,20th and 21th grade
26994527,416932208,B,14.29,17.0,17.1,24.95,24.5,9.44,1064,21.0,11.2,24th and 25th grade
19807831,417023656,Stub,-25.3,19.8,15.9,41.86,33.4,13.1,137,12.0,6.8,19th and 20th grade
6152456,417047330,C,59.64,9.9,11.2,13.58,14.0,7.99,1010,26.0,10.0,9th and 10th grade
2674506,417122017,GA,44.75,11.5,13.0,22.73,20.4,8.85,869,28.0,9.2,8th and 9th grade
19733369,417123165,GA,43.73,11.9,14.6,21.81,20.1,9.83,305,15.5,9.6,9th and 10th grade
3790398,417126228,GA,34.26,13.5,15.9,22.04,20.6,8.19,922,16.5,10.0,20th and 21th grade
2196916,417134728,GA,38.66,13.8,14.6,19.15,20.1,8.64,418,12.0,11.6,11th and 12th grade
950800,417175040,GA,19.37,15.0,15.9,32.19,28.2,8.94,695,13.5,9.2,8th and 9th grade
