pageid	revid	ordered_class
31777107	429134684	Stub
409573	429137020	C
7330026	429172722	GA
31595617	429265869	GA
4686718	429268480	B
27497535	429297531	C
24701425	429314957	C
262797	429322474	C
31114660	429345117	B
6822484	429371563	Start
1164274	429372906	C
285913	429431450	B
22727349	429541413	C
2650598	429542234	Start
31803799	429543312	Stub
4818187	429572786	Start
31808287	429618912	B
4606420	429644261	GA
25984241	429655318	Start
31812039	429680918	Start
3850621	429796558	C
896988	429800827	C
8102730	429811213	B
3847879	429882082	GA
31653514	429890307	C
5559770	429913658	C
164986	429955842	B
4090247	429994087	B
1378649	430003044	B
31833677	430034244	B
1899685	430052042	Start
21984794	430172640	Start
3893800	430185695	C
31486036	430196356	GA
31110438	430232709	Stub
31806681	430346162	B
2377190	430390936	C
18115	430409072	C
31855412	430429320	Stub
3494803	430436503	C
5990847	430446516	Start
31846770	430467922	C
6791432	430599024	GA
1503290	430607656	C
31089985	430654479	B
31774868	430661102	GA
4942365	430661871	Start
1313153	430667817	GA
31869793	430701624	Stub
26641215	430702116	GA
843519	430737754	C
9385350	430743776	C
20598265	430776880	C
30627252	430800243	GA
31877407	430812030	Stub
11358084	430824080	C
35632376	430836541	Start
31801355	430842640	Start
27433448	430850507	GA
28225202	430859200	B
29631569	431025745	C
972912	431026439	C
5021895	431070168	C
31857330	431074553	C
6385368	431080103	C
254507	431131948	FA
30845104	431132000	FA
6174226	431132181	FA
5689780	431132360	FA
21538638	431132478	FA
6857629	431132826	Stub
3213433	431133554	Stub
25082143	431137395	FA
26342598	431137496	FA
61958	431137590	FA
1263998	431137704	FA
823411	431137805	FA
5400781	431191492	C
31364209	431202815	GA
455355	431204688	C
2812342	431210103	C
31896184	431231397	Start
25819326	431238652	Start
16913782	431242527	C
19097823	431358233	B
31094018	431443089	GA
31760616	431456870	GA
22852566	431458872	B
31920394	431459548	B
9088611	431480313	C
1326901	431501846	C
18836889	431543159	Start
3413062	431568598	GA
31929098	431603237	C
63927	431619972	C
31833898	431691098	Stub
28963619	431696087	C
31931967	431714960	C
31331512	431719698	GA
31376307	431742602	GA
6599521	431745596	FA
81740	431745791	FA
311236	431746064	FA
656843	431746147	FA
31294183	431746311	FA
31639766	431811932	Stub
31668120	431826526	Stub
10193508	431848164	B
31134176	431936117	B
2072812	431947515	C
4380729	431952673	GA
7412547	431990380	C
20926242	431990507	FA
360245	431990761	FA
27600851	431991080	FA
7122190	431991264	FA
7627307	431991351	FA
2209145	431991701	FA
31010416	431991904	FA
4187217	431992098	FA
17860	431992288	FA
10867599	432002325	C
1413427	432003154	C
9732571	432007132	B
45144	432018133	B
5788800	432019542	GA
31952634	432024958	Stub
1983477	432032241	GA
2133012	432061923	GA
41906	432169430	GA
2609330	432210328	GA
11485460	432224444	GA
740869	432241667	Start
21411750	432269469	Stub
3576625	432302705	B
5832676	432303839	C
198995	432314597	C
16208147	432380794	B
27405268	432435406	C
31944278	432450418	GA
27283779	432471950	Stub
1005810	432493842	GA
31826124	432515716	C
6250126	432525809	Start
1458754	432533624	Start
6838358	432538478	C
18484920	432545161	C
31982458	432567203	Stub
8388582	432585449	Start
1401316	432587280	C
31975754	432595854	C
935534	432604836	C
31987794	432660306	Stub
2773816	432662893	B
153295	432692397	GA
2511320	432726967	B
25493772	432735384	Stub
26697426	432767973	FA
20057869	432775237	C
20087870	432797350	GA
19020375	432805367	GA
31706045	432861023	GA
1347291	432872885	Start
2579162	432876174	GA
36854	432877460	GA
309754	432880990	B
30821876	432888128	Start
31967555	432928561	Stub
8093002	432960748	GA
9148874	433000281	Start
207601	433001852	B
31672043	433087137	GA
12188622	433102909	C
32013867	433119999	Stub
31775119	433225058	C
3084871	433236202	C
1516511	433264797	B
4737786	433272260	C
32026660	433331507	Stub
11478085	433355565	C
415188	433382149	Start
32030583	433396691	Stub
31299151	433414560	GA
8540051	433432461	Start
20101660	433469705	C
5689828	433471913	FA
26833326	433472147	FA
161781	433472523	FA
979165	433472618	FA
15997693	433500343	C
21241080	433545524	GA
32023250	433556393	B
37935	433573524	C
23195704	433588321	Stub
31936242	433684022	C
32056030	433837018	Stub
5308953	433858892	Start
11796164	433954426	GA
23492094	433985492	Stub
236354	433988318	FA
32030983	433995595	C
3607880	434026552	Stub
1570295	434030889	B
27145837	434094884	GA
11973479	434096580	C
30449083	434138297	Start
32039442	434174810	B
32079298	434200688	C
24661033	434211012	GA
12988959	434220102	Stub
28687722	434273703	Stub
308076	434293127	C
6011034	434332481	C
28244575	434346825	Stub
32086975	434349194	C
4698423	434351046	C
30773	434359896	B
24302334	434378468	GA
12571363	434415960	Start
24581095	434425642	Stub
544577	434447807	FA
32096410	434463953	Start
32097092	434471521	Stub
1530816	434485243	GA
31999778	434522521	GA
4007073	434553208	B
5121186	434562171	C
2389844	434609662	FA
5026007	434609816	FA
1419805	434613089	C
32104905	434623394	Stub
26925128	434654290	Stub
1380154	434715433	GA
32104179	434754991	Start
4918979	434764046	C
3522181	434767000	GA
31306279	434795893	Start
208403	434850901	C
1118036	434905474	B
32127409	434942063	C
31733743	434999936	C
9125120	435001160	GA
27561533	435081962	Stub
31269526	435083004	Stub
31444637	435096335	GA
214865	435211419	C
787898	435218416	B
32147789	435231792	Stub
11503349	435232983	FA
22120297	435233182	FA
1203061	435233404	FA
31316984	435233562	FA
9288356	435254753	C
789975	435317297	GA
31511663	435351960	Stub
30493915	435415166	C
3579118	435449919	B
1465152	435520222	C
28780607	435541190	Stub
23055	435545895	GA
16074507	435580427	B
1316903	435630997	C
11261	435679507	C
1811557	435703773	GA
372305	435739975	GA
29589801	435755513	GA
24189513	435761684	GA
32152558	435789897	Start
31944721	435822830	Start
30830431	435823356	GA
28071338	435828365	GA
31931673	435828565	C
30526537	435831550	GA
12172459	435872132	C
415167	435921507	B
22385865	436027124	C
12024724	436051400	B
31567115	436177692	Start
3048627	436198148	C
31352393	436219327	Stub
32212524	436271508	Stub
1222704	436283653	C
26984756	436307754	Start
456566	436348296	B
14872363	436380130	B
28162757	436391220	Stub
32222741	436398696	Stub
32226026	436444386	Stub
31893275	436452005	Stub
10479024	436459089	C
5778203	436480892	C
219712	436522568	GA
30418811	436562711	Stub
337029	436607876	FA
275915	436608025	FA
3454180	436608497	FA
5689694	436608778	FA
3698250	436608970	FA
5275919	436610055	FA
32219922	436614852	Start
29556461	436699494	GA
24650088	436716249	Stub
32246374	436771818	Stub
32164137	436796599	B
156787	436822071	B
32250051	436831652	Stub
31163273	436894889	GA
30088069	436947964	Start
14671738	436975050	Start
32200228	437002949	C
32237570	437067923	B
1898790	437079090	C
19490153	437100744	GA
32265715	437115639	Start
32263522	437116729	Start
1840974	437128351	GA
32169153	437138979	Start
5034063	437155091	B
18313199	437251004	Stub
453943	437262415	GA
1654270	437287782	C
32265194	437291055	C
12451973	437321691	Start
2441429	437338585	C
32267835	437351338	B
28865880	437356113	C
32281686	437368736	Stub
543924	437390420	C
21849	437393890	B
30488598	437399821	C
31376690	437404026	GA
32002180	437409651	Start
28600387	437409719	C
313873	437412608	Start
3254475	437419114	GA
2481394	437476274	C
27774361	437519686	Start
2029811	437521264	GA
32294878	437546946	Stub
31972630	437557603	C
19062457	437593943	Stub
23584898	437613517	Stub
2931650	437621739	C
32294207	437645805	Stub
32301070	437648658	Start
32302517	437676391	Stub
766904	437687269	C
993655	437703200	GA
12000397	437722036	C
32121939	437726313	C
8658852	437836931	GA
7697775	437874969	Start
32313498	437885509	Start
30135348	437896519	GA
13805528	437945771	Start
20913771	437957627	C
589889	437965054	FA
39669	437965545	FA
26546192	437965822	FA
143562	437966065	FA
17640365	437966156	B
16000106	437966259	FA
32429	437967139	FA
9791680	437967631	FA
31524491	437980178	Start
32325052	438070184	Stub
6926754	438119675	C
32320240	438134816	C
32329203	438147316	B
8503841	438147494	C
14583711	438183361	Start
3879082	438260623	C
27304732	438265521	Start
1951970	438283678	GA
8641469	438295234	C
32338901	438295563	Stub
6699606	438309313	C
16173371	438365216	C
3338203	438365988	Start
11445486	438369646	Start
32344696	438393282	C
462109	438394177	C
250016	438440497	FA
1826289	438447357	GA
17327836	438451146	C
7548283	438474016	GA
31717534	438482921	GA
24202290	438518654	C
31774778	438524886	C
700747	438546320	GA
871281	438575129	GA
20090846	438655475	C
6722099	438777264	GA
27104057	438806798	GA
13671408	438833398	C
2336061	438869721	C
1769186	438882320	B
25565857	438928210	Start
10128951	438932003	GA
1178994	438943020	Start
8774711	438963806	Start
4045722	438998291	C
32383649	439004911	Stub
27292848	439043369	B
25506411	439044636	B
26466973	439045200	B
7431745	439059101	C
32385296	439084107	Start
19088040	439091520	Start
12487796	439101708	C
1372516	439128860	C
31545789	439133783	GA
32254126	439177648	Start
30014673	439182869	FA
1385430	439183595	FA
938832	439186165	FA
3575929	439188317	FA
31844314	439189096	FA
28283124	439189159	FA
3413103	439274699	GA
32400246	439310890	Stub
32400171	439311265	Stub
32376606	439332090	Stub
201634	439385180	FA
178253	439385314	FA
4762233	439413611	B
23660176	439450954	GA
4617126	439462501	GA
986468	439499574	B
26180251	439520841	C
617101	439526336	Start
32180602	439535556	Stub
32418508	439550606	C
2866357	439568124	B
13314569	439582601	GA
7197012	439591481	Start
18933332	439602221	C
13137976	439604895	GA
10445638	439692394	GA
1838526	439713860	GA
11042849	439715736	C
14914566	439722286	C
23390002	439809359	Start
6798925	439821553	GA
31715849	439827670	Stub
32004320	439839262	GA
289767	439857570	FA
252748	439868216	C
27245685	439868948	Stub
32308425	439878537	C
2657081	439883775	C
15365401	439920463	C
32442802	439944691	Stub
21619353	439954590	Start
1747349	439954975	B
974778	439962645	C
468974	439974135	GA
6843140	439991923	GA
18934432	440040190	B
22404994	440048017	Start
32327496	440055508	GA
32444791	440063293	C
24414300	440083465	Start
45061	440143398	C
18436536	440155158	GA
30920185	440169505	B
32176460	440174661	GA
7098110	440233900	Start
32337710	440260274	Start
18204419	440267695	Stub
31587930	440293891	Start
32463259	440295933	Stub
32457647	440297391	Stub
6349959	440340339	C
30603493	440343465	FA
26831967	440406891	FA
987113	440407097	FA
12397645	440407307	FA
31708798	440414974	GA
8972869	440417174	GA
20184349	440462034	C
32458931	440467925	Start
32380145	440482540	GA
19100789	440487134	C
15433736	440518101	GA
20622750	440565736	Stub
15617504	440596651	C
28982340	440698738	FA
32465843	440698917	FA
153654	440703844	FA
27430092	440732045	Stub
206246	440735659	C
213216	440747699	C
30177135	440754138	GA
24613998	440754574	Stub
1183521	440815376	Start
31979739	440844728	Start
32499530	440890489	Start
7202848	440891367	Stub
886737	440906588	C
27105527	440927924	Stub
991810	441030696	B
32437623	441049430	Stub
25859047	441050037	GA
28229625	441111479	B
32514207	441116876	Stub
32515578	441187463	B
27853028	441222341	Stub
32403864	441246664	GA
6028520	441257937	Start
87577	441266261	GA
5228988	441288626	Stub
21376046	441305919	C
16592120	441326801	Stub
30280518	441340626	Stub
5826761	441391063	GA
32463495	441408558	Start
26931217	441454436	C
24482763	441484261	Start
273607	441497164	C
32537699	441500901	Stub
22696479	441586939	Stub
25550096	441629179	Start
15231977	441637485	C
12096234	441657503	C
1159065	441667221	B
2196917	441672816	GA
526549	441681435	C
684689	441714684	Start
25100704	441752989	Start
24926806	441779720	B
32557809	441816030	Stub
24040261	441827219	B
32558840	441832277	Stub
2411074	441883571	FA
151630	441883877	FA
8747079	441884098	FA
14640462	441884459	FA
30179664	441884904	FA
305003	441887381	C
5454745	441892292	Start
6145478	441902741	Start
29092785	441922644	Start
31006854	441980709	GA
26266042	441986941	C
840363	441999019	GA
8380866	442142166	C
25968664	442166442	B
31969606	442181225	GA
3245921	442183235	Start
8511874	442199182	C
26725049	442206338	Start
31228970	442212223	Stub
880401	442216695	C
30830462	442236194	GA
30490647	442238989	GA
27548449	442254549	Start
31309202	442281596	Start
2739832	442293978	GA
52547	442302371	GA
32559614	442329230	C
30390761	442356656	C
12973960	442416214	GA
2515229	442424259	C
6444411	442435524	Start
7422149	442481206	Start
32600780	442485686	Stub
25253086	442520946	Start
11678796	442544518	Start
11301081	442589727	GA
25226879	442590054	Start
3032611	442611907	GA
4825812	442629764	GA
844962	442638820	Start
31556170	442652275	Start
39014	442683811	GA
24069452	442687287	GA
16110873	442714385	GA
28852	442829632	GA
30638275	442837613	GA
30652682	442838746	GA
32476136	442890376	B
2325284	442910516	GA
114281	442911968	Start
32411611	442927187	B
32623273	442929924	Start
32624373	442966780	Stub
30596317	442991903	Start
3631436	443018709	Start
1359577	443090063	C
32640889	443104835	Stub
19620806	443131093	C
10987574	443156435	Start
18437725	443169364	GA
32640599	443171273	B
28323020	443179416	GA
738508	443201045	FA
31271813	443201381	FA
12516397	443201644	FA
6197738	443202101	FA
741018	443202782	FA
945128	443215131	C
32642511	443276309	Stub
1368091	443307169	B
26564267	443308075	C
31190198	443328714	Stub
6058681	443366163	GA
12805665	443401807	GA
5936840	443405992	GA
18707	443423972	C
32146070	443447229	GA
26552146	443448351	C
31519850	443469946	GA
31390744	443485402	GA
29626532	443513382	GA
16255742	443518816	C
10469364	443525689	GA
24649082	443611423	GA
26427030	443636384	C
18914474	443647947	Start
5247346	443663023	GA
23294204	443684626	Stub
6198983	443743471	Start
12130365	443770829	Start
14173258	443771446	Start
24757517	443785286	GA
32650738	443817602	Start
32527847	443905470	Stub
16344497	443955939	GA
32674517	443956366	GA
31588683	443971590	Start
1962329	443988602	GA
11205961	443995443	GA
32699343	444017747	Start
20328011	444018036	Start
23588041	444096566	Stub
32706451	444134907	C
1198428	444235385	C
13818600	444245359	Stub
9347751	444268147	GA
32714638	444287430	Stub
32714310	444304587	C
2492201	444351994	GA
341350	444365792	GA
899	444398569	GA
32717395	444399481	Stub
31980202	444436811	Stub
32724314	444461380	Stub
7769408	444467677	Start
30511110	444483712	GA
32726096	444484424	Start
187246	444513104	B
2469901	444531361	GA
11219231	444546159	B
32728694	444583360	Start
17625989	444632267	Start
13509953	444634177	C
32735139	444651285	C
32728108	444700532	C
328310	444722204	C
32385392	444750757	B
10494706	444771784	GA
30713920	444794727	Stub
32491959	444817989	Stub
6439691	444836696	GA
20420002	444862672	C
15490578	444871206	GA
23019296	444896082	Start
27803207	444905053	Start
22901332	444906222	Start
26537530	444965349	Start
25928615	444968838	GA
32742911	444976583	B
26405311	445019006	Start
3970	445029128	GA
21944669	445072716	GA
32041854	445189253	Stub
32578566	445228871	Stub
32709366	445250059	GA
32771747	445275592	C
19995454	445309649	GA
10968253	445339279	Start
32645733	445407259	Stub
31281060	445408507	Start
947197	445412363	Start
27370755	445467637	Start
6903029	445496830	B
2351438	445533222	Start
2682455	445567742	Stub
2892396	445569567	Start
1634109	445636561	C
32572671	445672435	GA
32799924	445682788	Start
10968495	445685290	Start
418667	445701433	C
31342	445702147	C
10293114	445735046	GA
19489878	445751373	Stub
32804995	445757188	Stub
29044100	445759258	GA
9352542	445809984	C
6744404	445860435	Stub
15753714	445863070	B
751686	445904523	GA
32816726	445937418	Stub
32817681	445955427	Stub
32819802	445993229	Start
745093	446002891	GA
29964696	446021522	C
32041228	446079708	GA
11657192	446097728	C
32820852	446099582	Stub
27510593	446108016	Start
6112857	446152046	GA
932139	446204793	GA
19124781	446204910	Stub
31590002	446220059	Stub
25725605	446226721	Stub
32807474	446253455	GA
1636825	446261954	FA
31617226	446266141	C
30941908	446298493	C
32043061	446327298	B
5054349	446391235	FA
28210383	446423385	GA
25885950	446441187	GA
4023894	446463467	B
11769978	446478284	C
32823299	446479209	Stub
32852286	446485471	Stub
26423945	446519748	Stub
310171	446520492	FA
25473	446522423	FA
19886	446522759	FA
31512146	446523767	FA
19603	446524166	FA
15167657	446524413	FA
624058	446524611	FA
7501729	446525056	FA
11638311	446525523	FA
2209101	446527203	FA
1391710	446527605	FA
5342188	446527997	FA
26138436	446528909	FA
7278018	446529219	FA
32855767	446538770	Start
15282199	446540459	Start
32819895	446551515	GA
31012067	446579913	C
14759518	446651486	GA
4247290	446724164	Stub
1075261	446748680	Start
32867760	446749453	Stub
26391984	446876896	C
16626902	446878251	Stub
16547391	446884306	C
1836676	446916695	B
2449903	446957791	B
31793003	446971271	Stub
32883970	446975510	Stub
15054477	447055118	B
20439887	447058719	FA
32145197	447059206	FA
612826	447064421	GA
6336550	447071953	GA
460516	447084200	C
15520481	447110923	C
61091	447149546	GA
32893003	447158302	Start
6126287	447176740	GA
32899466	447192255	Start
32905390	447264199	Stub
32739118	447390669	GA
1787096	447394921	GA
32920162	447471606	Stub
6446044	447499373	GA
31837227	447504834	FA
31869154	447518437	GA
992238	447520283	FA
18119	447520960	FA
32924805	447537947	Stub
28030952	447609585	Stub
29765324	447643372	Stub
23904207	447665902	B
16151503	447670492	C
32934323	447676157	C
22077240	447720074	GA
1870477	447778721	C
25823898	447819143	Start
30190464	447849114	Start
9499421	447925325	Stub
31774937	447937084	GA
12496101	447974986	Start
32958149	448066317	Stub
30610790	448072342	C
804723	448151046	FA
31898459	448151127	FA
6112465	448210859	GA
13676611	448292416	GA
32733406	448387825	C
906857	448392978	Start
6736506	448415774	GA
31713550	448436503	GA
50151	448498446	GA
32976350	448524027	Stub
11659396	448530002	GA
763519	448583085	Start
32988204	448597657	Start
32990525	448644510	C
32597249	448684997	C
31549305	448720165	GA
599451	448736306	C
4742093	448749028	C
13322965	448827369	C
16019640	448843947	Start
1869491	448861532	GA
10072546	448866585	C
8206246	448905411	C
22084329	448926007	Stub
12441201	449010928	GA
31196244	449027531	Start
79373	449034078	B
2050226	449059211	C
6495038	449100391	Stub
33022663	449145243	C
14410	449220391	B
2785327	449264548	Start
186204	449362009	B
360931	449400438	B
27914955	449432168	GA
29028946	449485385	Start
440578	449518143	C
27449655	449523656	C
547733	449541692	FA
29191177	449541874	FA
50534	449541966	FA
29899166	449557144	Stub
19385260	449564152	Stub
6747120	449611986	C
32672709	449653970	GA
28040447	449660623	C
22195900	449748940	C
33046604	449805139	B
26195241	449824207	Start
33052967	449830750	Stub
3775680	449848802	GA
4818804	449849122	C
7006757	449894661	GA
32623684	449900024	FA
48064	449900342	FA
33058259	449918826	Start
31713727	450052721	Start
22823545	450074233	Stub
363956	450187290	Start
4961609	450190535	Start
31271947	450200565	C
914171	450300370	C
22674912	450340418	C
7563695	450358213	Start
1912949	450367896	B
30214813	450372341	B
702214	450402137	GA
27203014	450419127	GA
31807528	450421343	GA
14510648	450433984	Stub
214004	450487745	B
22345300	450500454	Start
18695732	450520317	C
32918005	450533591	Stub
11300498	450619115	C
27664809	450626060	Stub
739349	450729264	Stub
11048399	450770159	Stub
33102585	450772060	Stub
42758	450834462	FA
1214676	450834578	FA
491766	450834703	FA
4982777	450860814	GA
30512909	450869185	GA
31322532	450897091	C
21272613	450899942	Start
12953578	450913533	Start
33110214	450925589	B
33115671	450987702	Start
33117514	451012092	Start
14652606	451021644	C
72792	451112507	C
14421163	451196694	Start
23519200	451223119	Stub
33133043	451245069	Start
21670823	451277347	C
33135692	451285835	Stub
33138357	451315662	Stub
32886018	451344000	GA
759327	451372194	B
9946833	451456861	Start
28114719	451461863	B
24769513	451470489	GA
3934010	451486075	B
2835788	451505697	Start
21968094	451507519	C
33151164	451512897	Stub
29510255	451606815	FA
19302537	451607077	FA
23271775	451628985	Stub
751619	451633883	GA
33146210	451651469	C
1918736	451659609	C
22706384	451757458	Start
2902321	451764072	Start
28003351	451820051	Stub
3175095	451829221	C
18843637	451878748	C
2786400	451881379	B
714311	451882577	GA
32551939	451896170	Start
26580775	451922352	GA
32558749	451981912	Stub
8246375	452008825	GA
33183743	452010780	Stub
4269246	452019128	C
32815780	452077969	C
11945100	452094709	Start
19835858	452142599	C
180560	452188003	Start
23745634	452192464	Start
211671	452219496	FA
14995351	452223974	FA
30660178	452254566	GA
30873392	452277272	FA
33199881	452314075	Start
11093656	452325566	GA
4078100	452325805	B
32821709	452372512	GA
25587463	452386052	Stub
28935347	452410690	C
33207520	452411086	Stub
31455003	452428684	Start
718908	452433918	GA
33184849	452438431	C
5058690	452439328	B
27626830	452499790	B
30871100	452582856	Start
1988659	452604171	GA
6732474	452627422	C
33227114	452674238	B
32724949	452750352	Start
32496048	452780008	C
304107	452783637	FA
25123628	452784235	FA
23316558	452785201	FA
32447292	452785578	FA
2052173	452786835	FA
7372808	452787185	FA
21490963	452787394	FA
2572475	452813372	Start
24219959	452830598	Stub
33105749	452860506	C
22268783	452907574	Start
10368228	452913410	GA
32012705	452913474	GA
31817719	452934065	C
23742139	452941256	Start
31822793	452974267	C
4280763	452974890	Stub
28557318	452978544	B
32517798	452991124	Start
33246454	452992735	Stub
26292088	453025853	Start
32946980	453030578	Stub
3233127	453034901	C
10522113	453124143	Start
14422995	453188380	C
33220	453235107	C
6271850	453237916	GA
31573878	453275202	GA
23897348	453287952	C
32371245	453313520	B
30706451	453347009	B
32366818	453375291	FA
46389	453376108	FA
193449	453376483	FA
3775426	453376741	FA
11238663	453389790	Start
27812505	453510592	C
8798565	453511478	GA
32646540	453547845	Start
9401251	453626752	C
33274406	453647996	Stub
507202	453654539	Stub
1684007	453660222	GA
33270452	453666592	C
66299	453674026	GA
33288001	453678903	Stub
33288989	453695481	Stub
33276263	453759748	Stub
32844721	453769821	GA
8241411	453803001	GA
13192707	453817394	Start
31660107	453855067	Start
31343519	453865617	C
31510605	453866835	C
31542489	453867045	C
28403037	453905561	GA
30285075	453912960	Stub
33256398	453964354	C
9165827	453964935	GA
16743	453977197	GA
31543883	454031474	GA
2573590	454050155	C
108166	454050990	C
105866	454065120	Stub
32516278	454069135	Start
32858758	454127661	GA
33096426	454137143	B
838167	454149167	B
33318465	454172704	Stub
33298078	454185297	C
1280959	454260425	GA
31184617	454364921	GA
13260340	454376694	C
12994572	454405110	GA
33337763	454449942	Stub
6442026	454460729	GA
10532689	454490387	GA
31239961	454495965	C
32499848	454500598	Stub
24642031	454504656	FA
33333104	454515184	Start
33343797	454539313	Stub
33135593	454541003	Stub
30336278	454542715	FA
307179	454542812	FA
6788550	454542919	FA
790323	454543353	FA
2328919	454578121	Start
33141557	454607464	Stub
21795757	454610886	B
31726355	454641163	C
11152280	454671492	Start
7803789	454674036	C
2442450	454683217	GA
33351960	454702588	C
14007232	454708742	GA
13298928	454710147	GA
1272541	454713875	Start
26589895	454715281	C
7922106	454719878	GA
33358198	454773274	Stub
33297004	454801672	C
9830345	454817105	Start
8291109	454829828	Start
1887471	454839600	B
33362795	454841469	Start
475784	454852065	GA
17284095	454853180	GA
33363888	454864259	Stub
7846416	454905388	B
33206759	454906641	GA
3773569	454911067	GA
33353324	454955850	Stub
32087054	454975062	GA
27991852	454982393	GA
33372010	454984127	Stub
32101831	454998269	GA
1555706	455019484	GA
7710523	455020128	Stub
271656	455056306	C
411174	455069894	B
1874463	455112257	Start
22637915	455123850	GA
33384028	455161316	Stub
31501897	455196074	C
33322578	455344799	C
11260135	455403876	Stub
33399831	455407098	Stub
10040351	455408872	Start
10984207	455432716	Stub
3877790	455465516	Stub
31546723	455484599	C
33408031	455533376	Stub
26387382	455586681	C
29463562	455593992	GA
364322	455598156	B
30236272	455630168	FA
28804139	455630311	FA
23772391	455630521	FA
21591896	455630643	FA
33414297	455634317	Start
8609820	455638195	B
3444797	455698321	FA
30698510	455699141	GA
420806	455703140	FA
30632499	455703282	FA
28953	455703421	FA
23387768	455710437	C
30777774	455815950	Start
15148541	455841477	GA
1818716	455878701	GA
33431671	455903311	Start
2441662	455919669	B
4229230	455939044	B
33432892	455952551	C
8080638	456059132	B
134306	456060783	Start
13415955	456067569	B
1165538	456195628	Start
1702555	456244331	Start
1237868	456248908	Start
22892519	456273899	Start
17274595	456327639	Stub
33465764	456412574	Stub
33384210	456426491	C
27499249	456476650	Start
29763605	456489296	FA
264228	456489385	FA
24961115	456492403	Start
16627345	456573686	C
1076007	456603674	B
1761194	456610152	Start
26636929	456698245	B
26958754	456766626	GA
33109176	456776802	Start
33491820	456779560	B
31436879	456805422	Stub
1197274	456811118	C
25813188	456822806	GA
30894365	456869155	Stub
33495801	456869378	Stub
33364090	456901382	B
33436533	456972693	GA
33386254	456984916	B
2941282	457058429	FA
1004014	457102916	GA
33514344	457131109	Stub
28835801	457195409	GA
32957729	457223256	B
2809256	457266151	Start
33518614	457275030	Stub
33496866	457288239	C
7108658	457295506	B
31572104	457357825	Start
7172679	457382627	Start
21314614	457426571	GA
474405	457493536	GA
33535782	457499387	Stub
33537857	457512760	Stub
302338	457523298	B
22240876	457552215	GA
18011371	457574137	Stub
1759636	457604047	Stub
10299987	457625984	Start
53702	457646654	B
24662653	457675039	GA
6248777	457693136	C
33509022	457741524	C
7434998	457823008	B
31933577	457910657	C
6945818	457917230	GA
33557448	457931751	C
13932327	457933900	GA
33566917	457952610	Start
2488658	458017968	FA
79491	458018162	FA
67955	458018303	FA
33572148	458018737	Stub
33572190	458019089	Stub
2867531	458072075	GA
33430826	458124211	B
25406902	458162453	GA
1003976	458204113	GA
471524	458316904	Start
471974	458329675	Start
33594756	458335188	Stub
26895873	458374249	GA
33594590	458416460	Start
33593033	458429621	Stub
1855173	458455845	Start
33140131	458491147	GA
498815	458506794	GA
26824936	458555927	Start
32698760	458567608	Stub
33614434	458635103	Stub
8371073	458699713	GA
33621123	458738538	Stub
11033852	458831772	C
33420460	458847950	Stub
27129	458869356	B
18812107	458902411	B
2048606	458944894	C
2129591	458959947	B
25192319	458968206	Start
16547843	459042102	C
5247395	459048636	GA
31473903	459050931	GA
18450690	459089146	Start
15332396	459120009	GA
27655540	459136511	Start
33645566	459138662	Start
1193966	459142338	C
3995	459177989	C
26585826	459196860	C
23546401	459224458	C
3462381	459335173	Start
27496742	459345739	C
31390910	459376262	C
33659573	459406231	Start
32101562	459420442	Stub
32113606	459430700	FA
654546	459468490	FA
1469245	459468992	FA
29172960	459470056	FA
30701025	459496557	C
33668591	459508371	Stub
63761	459548908	B
33530019	459555380	Start
24053563	459596725	C
3024013	459602978	B
12598945	459608374	GA
452927	459645559	B
33480436	459673453	Start
32263775	459810574	Start
33267	459840752	Start
10129212	459866986	GA
5782758	459905132	Start
31060632	459926108	Stub
452231	459953625	GA
33042353	459986286	GA
33622876	460061736	B
33687073	460064174	Start
162986	460103250	C
33710438	460115741	Stub
1781263	460193673	GA
32344708	460282549	B
33106619	460306162	GA
33728617	460359572	Start
25373612	460377166	Stub
2256176	460386283	Start
33448865	460390871	C
26809185	460396200	C
30830273	460502368	GA
2096887	460558884	GA
3826501	460590451	GA
12163925	460617448	C
255405	460624861	GA
9077284	460635614	Start
33749785	460686471	B
33712362	460700103	C
789690	460721074	Start
30253067	460776420	Stub
2373571	460809895	B
33760971	460851947	Stub
1668254	460887150	C
33741558	460916599	B
33753674	460922053	GA
25497296	460930176	GA
20918693	460940362	C
1888453	460948913	GA
167664	460955214	FA
445359	460955458	FA
15021680	460955711	FA
14920172	460968183	B
27641977	460972773	FA
30428768	460973271	B
726915	461028855	B
26855581	461038044	Start
33452202	461119719	Stub
14511090	461145658	B
2815653	461151730	C
26919705	461156797	C
33550265	461159039	C
33579650	461167201	C
33758523	461228214	C
22324550	461266294	GA
33792961	461328664	Stub
12418617	461330150	GA
1579539	461375731	Start
3991151	461396037	C
22702097	461453168	Start
33806735	461526795	Stub
731915	461541302	Start
33811237	461592291	Start
33813749	461635159	Stub
33814210	461641917	Stub
30526210	461660013	GA
6127004	461701614	GA
32718173	461710518	Stub
22785103	461759299	C
23225955	461773627	C
33704835	461787592	Start
5720244	461789123	GA
33792811	461803283	C
7096398	461817578	C
22109965	461838557	GA
173532	461877287	GA
33831006	461910025	Stub
21768811	461924271	B
5508259	461936530	B
7514390	461948762	GA
297460	461977368	C
33836591	462000238	Stub
46802	462110359	B
21960304	462173346	B
8584929	462187795	C
32108565	462221177	Stub
22663130	462255645	Start
33831214	462310563	B
33223648	462316483	Stub
158530	462319418	C
