pageid,revid,user_rating,flesch_reading_ease,flesch_kincaid_grade,smog_index,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,readability_consensus,infonoisescore,logcontentlength,logreferences,logpagelinks,numimageslength,num_citetemplates,lognoncitetemplates,num_categories,hasinfobox,lvl2headings,lvl3heading
431813,482706882,GA,49.15,11.9,13.0,19.15,19.1,9.02,413,11.0,10.8,10th and 11th grade,0.4428287572254336,13.029632328044137,4.643856189774724,5.584962500721157,0.000361271676300578,0,3.1699250014423126,3,True,5,0
26350508,482714665,C,26.47,12.3,13.0,34.79,27.5,11.08,219,5.0,6.4,12th and 13th grade,0.4462534327187132,11.666224002803178,3.0,5.08746284125034,0.0,0,2.584962500721156,6,False,6,2
1407683,482816555,GA,39.67,13.4,15.9,19.56,19.9,9.26,1140,17.0,11.2,19th and 20th grade,0.5187506386457305,14.315432637905378,5.857980995127572,6.6293566200796095,0.00020436663374093122,21,3.700439718141092,5,True,5,1
17161624,482877850,C,39.67,13.4,14.6,17.76,18.5,9.45,422,10.5,11.2,10th and 11th grade,0.5126126126126126,12.854868383260238,4.700439718141093,5.754887502163469,0.0003003003003003003,4,3.4594316186372978,8,True,7,3
285044,482901228,C,35.27,13.1,14.6,22.16,20.4,9.87,686,10.5,9.6,9th and 10th grade,0.45264528933821246,13.57896229251368,3.4594316186372978,6.794415866350106,0.00024809278670222663,1,3.9068905956085187,6,True,12,0
3591697,483027567,FA,3.46,17.0,15.9,32.3,27.8,9.96,1515,12.0,8.8,27th and 28th grade,0.686757013789824,14.1879705919842,6.988684686772166,7.129283016944966,4.75511174512601e-05,84,3.3219280948873626,2,False,4,5
34846147,483306497,C,36.28,12.7,11.2,21.81,19.5,8.58,283,50.0,9.2,8th and 9th grade,0.6379928315412187,12.270879295328784,3.4594316186372978,4.321928094887363,0.00011562030292519366,9,2.321928094887362,1,True,5,2
608043,483421661,B,33.24,13.8,15.9,22.16,21.1,9.71,616,29.0,10.4,9th and 10th grade,0.5527824840349277,13.284679534360391,5.78135971352466,6.266786540694902,0.0,15,3.5849625007211565,5,True,7,0
35006544,483423296,C,10.23,18.5,17.1,32.26,32.4,9.68,362,50.5,12.8,12th and 13th grade,0.6854341979699835,12.350662988372259,4.247927513443585,6.044394119358453,0.0,17,2.321928094887362,4,False,5,3
5096713,483428326,C,13.95,15.0,14.6,46.51,38.5,9.19,404,16.0,8.0,14th and 15th grade,0.6231059434720763,12.655083445197977,4.700439718141093,6.507794640198696,6.184674376894056e-05,25,3.8073549220576037,12,True,6,0
15650721,483444082,Start,17.34,15.8,15.9,32.37,28.9,11.38,77,12.0,10.0,15th and 16th grade,0.6712962962962963,9.649256177517314,2.807354922057604,3.8073549220576037,0.0,1,3.0,3,True,2,0
31373865,483455449,Start,25.46,12.7,13.0,44.3,35.7,9.36,137,12.5,6.8,12th and 13th grade,0.6393054459352803,10.923327485419193,2.584962500721156,5.285402218862249,0.0001973164956590371,5,4.321928094887363,2,True,4,0
5637249,483497646,Start,53.21,10.3,14.6,17.17,15.7,9.73,331,11.0,9.2,9th and 10th grade,0.5052450064664463,12.216442739160492,3.700439718141092,4.954196310386876,0.00014369880729989942,0,3.1699250014423126,2,False,5,0
291929,483502809,C,40.69,13.1,15.9,18.45,18.7,9.54,588,11.0,10.8,10th and 11th grade,0.38036224976167776,13.473705749619416,0.0,7.066089190457772,0.0004399794676248442,0,2.807354922057604,6,False,4,7
19818985,483517330,Start,34.26,13.5,14.6,18.45,17.7,9.22,404,7.0,10.0,17th and 18th grade,0.459375,12.955831504235883,3.8073549220576037,3.5849625007211565,0.0,0,2.0,3,False,7,0
23231111,483534786,Stub,31.89,12.3,14.6,24.99,20.5,10.16,121,7.5,7.6,7th and 8th grade,0.44136926438455937,10.987974524296154,3.3219280948873626,3.5849625007211565,0.0,0,1.5849625007211563,2,False,6,0
26438853,483560663,Start,8.88,17.0,15.9,34.34,30.9,10.0,177,11.0,10.0,9th and 10th grade,0.7039127895658945,11.10459875356437,3.700439718141092,3.8073549220576037,0.00019466614755693986,10,2.584962500721156,2,False,3,0
34200563,483609145,C,19.03,19.3,20.3,20.61,26.8,9.72,918,30.0,16.0,20th and 21th grade,0.5301779416479642,14.034884916584913,5.044394119358453,6.209453365628951,4.007694773966015e-05,12,3.5849625007211565,5,True,4,16
4542352,483634985,GA,39.67,13.4,14.6,24.43,23.7,9.88,478,16.0,11.2,23th and 24th grade,0.5167026757520359,12.913824390408063,4.0,5.954196310386876,0.0,9,4.857980995127573,9,True,7,0
28462285,483635621,Stub,-23.27,25.2,22.1,44.1,45.6,12.32,62,16.5,16.0,16th and 17th grade,0.7097560975609756,8.991521846075695,1.0,3.8073549220576037,0.0,0,3.1699250014423126,7,True,2,0
1012840,483645674,Start,43.73,11.9,14.6,18.74,17.8,10.48,216,7.0,9.6,9th and 10th grade,0.42173288654858787,11.719388820942081,1.5849625007211563,4.954196310386876,0.00023934897079942556,0,2.321928094887362,4,False,2,0
18802137,483670380,FA,18.35,15.4,15.9,28.08,25.0,8.88,989,11.0,9.6,15th and 16th grade,0.6103319888302823,14.163020639580793,1.0,7.321928094887362,0.00012410797393732546,26,7.05528243550119,3,False,6,6
35205838,483713082,B,13.28,17.4,15.9,29.42,28.7,9.49,507,9.0,11.6,28th and 29th grade,0.6824031559205846,12.79867429882683,4.807354922057604,5.643856189774724,6.467050378322448e-05,20,2.321928094887362,7,False,5,2
3491441,483750822,FA,34.26,13.5,14.6,24.42,22.7,9.38,1228,18.0,10.0,9th and 10th grade,0.5649056490564905,14.315432637905378,6.882643049361842,7.813781191217037,0.00018000180001800017,0,6.672425341971495,12,True,6,8
3327376,483770246,FA,20.38,14.6,14.6,28.94,25.0,9.39,1278,5.5,8.8,14th and 15th grade,0.5921091744358871,14.317483276955974,6.507794640198696,7.285402218862249,0.00013511687609782462,41,3.700439718141092,8,False,7,2
190049,483771892,B,33.24,13.8,15.9,30.4,27.9,9.31,292,15.0,10.4,27th and 28th grade,0.724892658917164,11.828136484194108,0.0,5.357552004618084,0.00020944601528955913,5,5.882643049361842,5,True,5,0
35211676,483816093,Stub,7.86,17.4,14.6,35.21,32.0,11.11,114,5.5,10.4,14th and 15th grade,0.45949872865964403,10.57742882803575,2.584962500721156,3.1699250014423126,0.0003632401017072285,5,2.584962500721156,5,False,4,0
25371339,483839425,Start,33.24,13.8,14.6,22.22,21.3,10.29,219,34.5,10.4,21th and 22th grade,0.4726027397260274,11.77066389291676,3.0,4.392317422778761,0.0,0,2.321928094887362,2,True,5,1
20707828,483853687,Stub,-21.24,18.2,13.0,53.61,42.1,12.92,27,4.0,5.2,12th and 13th grade,0.6043276661514683,8.17492568250068,2.0,3.4594316186372978,0.0,0,2.0,1,False,1,0
10143061,483860868,GA,20.38,14.6,14.6,31.03,26.9,8.94,246,18.5,8.8,14th and 15th grade,0.6627101879327398,11.911391987843459,4.0,5.523561956057013,0.00012363996043521266,2,5.321928094887363,2,True,6,0
33906891,483868032,Start,16.32,16.2,17.1,26.16,24.7,10.01,190,12.5,10.4,12th and 13th grade,0.643363939899833,11.312315746690107,2.807354922057604,4.459431618637297,0.00020868113522537563,4,2.584962500721156,3,True,4,0
17193926,483923481,C,30.87,12.7,13.0,28.7,24.0,9.29,604,19.0,8.0,12th and 13th grade,0.6406646015206984,13.025139562278508,5.321928094887363,6.870364719583405,0.0,27,2.584962500721156,6,True,6,8
7616872,483976780,C,18.35,15.4,18.2,21.35,19.7,9.67,372,8.5,9.6,9th and 10th grade,0.4352302922940655,12.872482508106724,0.0,3.9068905956085187,0.0,0,2.584962500721156,2,True,4,3
35198849,483987586,Start,48.13,12.3,14.6,19.79,20.3,9.75,300,8.0,11.2,19th and 20th grade,0.35632348723831375,12.511505595792483,4.08746284125034,5.321928094887363,0.00014338973329509606,0,2.807354922057604,5,False,4,3
35228546,484039937,Start,17.68,17.8,18.2,27.97,29.1,11.2,296,14.5,13.2,17th and 18th grade,0.7527054694355074,11.200898605038445,3.700439718141092,5.807354922057605,0.0,0,3.700439718141092,7,True,4,2
34936692,484069932,Start,33.24,13.8,15.9,23.03,21.8,10.06,122,9.0,10.4,21th and 22th grade,0.5804317548746518,10.67065624911844,1.5849625007211563,0.0,0.0,2,2.584962500721156,3,False,2,0
35231480,484081391,Stub,-13.46,19.4,17.1,40.25,34.3,11.59,63,9.0,8.8,8th and 9th grade,0.6873773708306082,9.324180546618742,2.321928094887362,3.0,0.0,3,2.0,3,False,1,0
4319078,484231742,Start,44.75,11.5,13.0,18.79,17.2,9.7,244,31.0,9.2,9th and 10th grade,0.5380483437779767,11.853309555403674,1.0,5.08746284125034,0.0,0,3.3219280948873626,3,True,4,0
33197320,484283756,Stub,-10.41,18.2,15.9,35.02,28.7,11.31,19,5.0,7.6,28th and 29th grade,0.6214953271028038,7.672425341971495,0.0,2.321928094887362,0.0,0,2.0,1,False,0,0
122442,484318930,Start,43.39,9.9,13.0,24.22,19.1,9.53,197,19.0,6.4,9th and 10th grade,0.681876022541356,11.189824558880018,1.0,5.285402218862249,0.0,0,2.321928094887362,2,True,5,0
17231125,484393966,Start,51.18,11.1,13.0,28.08,25.5,9.49,118,12.5,10.0,12th and 13th grade,0.564139110604333,10.788718332690458,0.0,4.643856189774724,0.00028506271379703536,0,4.247927513443585,4,True,2,0
4111942,484421911,C,22.41,13.9,14.6,25.87,21.6,11.87,37,7.5,8.0,7th and 8th grade,0.47112462006079026,9.03342300153745,0.0,3.700439718141092,0.0,0,1.5849625007211563,1,False,0,0
2359854,484430354,C,39.67,13.4,15.9,21.06,21.1,9.13,672,9.0,11.2,8th and 9th grade,0.46915938864628826,13.739042199689784,4.754887502163469,6.321928094887362,0.0002729257641921397,8,3.700439718141092,4,True,9,2
159836,484458775,GA,23.77,15.4,17.1,24.31,23.3,8.66,3388,9.0,10.8,8th and 9th grade,0.5913766531665532,16.01600298761491,7.6653359171851765,8.73809225962049,0.0002240063080176338,21,8.285402218862249,5,True,11,16
642474,484496953,Start,25.8,14.6,15.9,25.76,23.8,10.96,347,29.0,10.0,28th and 29th grade,0.5467265725288832,12.250890535723341,2.0,6.08746284125034,0.00012836970474967908,0,3.5849625007211565,3,True,10,0
35249682,484530863,Stub,13.95,15.0,14.6,28.99,24.3,10.42,70,9.0,8.0,14th and 15th grade,0.46888217522658615,10.139551352398794,2.584962500721156,2.584962500721156,0.0006042296072507553,0,1.0,1,False,3,0
28234116,484566615,Stub,-9.4,17.8,15.9,37.63,30.6,12.2,167,7.5,7.2,7th and 8th grade,0.8204191033138402,9.951284714966972,2.0,3.8073549220576037,0.0,0,3.0,3,True,1,0
33318389,484580795,Start,-3.98,17.8,15.9,38.8,32.8,11.39,127,6.0,8.4,17th and 18th grade,0.7572161642078256,9.95274124718649,3.0,3.4594316186372978,0.0,7,2.0,4,False,1,0
34874301,484665965,Stub,59.3,8.0,13.0,21.56,16.9,10.67,84,12.0,6.8,21th and 22th grade,0.43273403595784254,10.005624549193877,2.584962500721156,3.3219280948873626,0.0,0,2.321928094887362,1,True,4,0
33833432,484674983,FA,48.13,12.3,14.6,18.8,19.5,8.6,918,26.5,11.2,26th and 27th grade,0.5931825536658157,14.060949191591812,6.149747119504682,6.39231742277876,0.0001797849771673079,28,2.0,3,True,9,3
155851,484675068,FA,41.7,12.7,14.6,20.83,20.2,8.95,1005,27.0,10.4,20th and 21th grade,0.5930973136452589,13.97906787148051,6.409390936137703,6.754887502163469,0.0,27,4.906890595608519,10,True,8,0
11118163,484675319,FA,43.73,11.9,14.6,21.06,19.7,8.51,1030,25.5,9.6,25th and 26th grade,0.5690347465933163,14.32298436952214,0.0,6.6582114827517955,3.1616554427898445e-05,7,7.483815777264256,7,True,9,2
11486170,484675570,FA,30.2,15.0,17.1,25.24,24.9,9.07,1057,17.5,11.6,24th and 25th grade,0.5981593203644422,14.123717274791543,6.39231742277876,7.515699838284044,0.00021546417138635805,15,4.954196310386876,9,True,6,0
33897776,484680348,Stub,-75.72,35.0,30.5,51.87,56.7,16.55,92,80.5,20.0,30th and 31th grade,0.8696326952922918,8.262094845370179,1.5849625007211563,4.247927513443585,0.0,0,3.1699250014423126,1,True,1,0
9910975,484723836,C,43.73,11.9,14.6,21.58,20.0,9.65,298,18.5,9.6,9th and 10th grade,0.5085482062780269,12.216442739160492,2.584962500721156,5.584962500721157,0.0002802690582959641,0,4.0,10,True,4,3
1789178,484763950,GA,50.16,11.5,14.6,19.84,19.6,8.79,757,11.0,10.4,19th and 20th grade,0.5456914200632794,13.749869427396844,3.700439718141092,7.45121111183233,0.00023264470500651406,6,5.857980995127572,24,True,6,0
6205802,484806361,B,13.95,15.0,14.6,37.46,31.2,10.05,88,16.5,8.0,14th and 15th grade,0.7542140337122697,9.800899899920305,2.584962500721156,3.8073549220576037,0.0,2,2.807354922057604,1,True,5,0
35287489,484923646,Stub,-44.25,22.9,17.1,53.53,43.9,13.48,51,11.5,7.6,22th and 23th grade,0.9335038363171355,6.523561956057013,0.0,3.0,0.0,1,2.807354922057604,1,False,1,0
6309501,484941920,GA,27.15,16.2,17.1,23.79,25.2,8.45,1746,17.5,12.8,17th and 18th grade,0.5693776142403371,15.305384911296633,7.7414669864011465,7.294620748891627,0.0001415227851684121,34,7.357552004618085,3,True,7,7
1822218,484961406,Start,27.83,13.9,15.9,19.6,17.8,9.86,790,12.0,9.2,9th and 10th grade,0.37566107151069217,13.888457877511533,1.5849625007211563,7.129283016944966,5.7484479190618535e-05,1,2.807354922057604,5,True,11,1
35272538,484961709,Stub,1.43,17.8,15.9,37.36,32.4,13.06,51,12.5,9.6,12th and 13th grade,0.5104477611940299,9.047123912114026,1.5849625007211563,3.4594316186372978,0.0,0,2.321928094887362,3,False,2,0
23527615,485022237,Stub,22.41,13.9,15.9,30.27,25.3,12.15,30,12.0,8.0,11th and 12th grade,0.7008928571428572,7.994353436858858,0.0,3.0,0.0,0,2.0,1,True,2,0
21757491,485061795,Start,50.16,11.5,13.0,18.74,18.6,8.91,226,12.5,10.4,18th and 19th grade,0.6323506227337222,11.836839359748717,0.0,4.954196310386876,0.0,0,2.807354922057604,1,True,3,0
6815108,485097980,Stub,19.03,13.1,14.6,36.46,28.5,11.84,21,5.5,6.0,5th and 6th grade,0.4864253393665159,8.027905996569885,0.0,1.5849625007211563,0.0,0,1.5849625007211563,2,False,1,0
1133051,485109598,C,28.84,13.5,14.6,24.82,21.9,9.89,195,8.5,8.8,8th and 9th grade,0.5287739783152627,11.586370695113965,1.5849625007211563,4.700439718141093,0.0002085070892410342,2,3.4594316186372978,11,True,4,1
35297406,485114202,C,-0.94,16.6,13.0,38.09,30.8,9.12,271,27.0,7.2,12th and 13th grade,0.8242228249530565,11.119589620741124,5.554588851677638,4.906890595608519,0.0,9,3.3219280948873626,3,True,4,0
29240609,485139427,C,24.78,15.0,14.6,24.89,23.4,9.26,141,13.0,10.4,14th and 15th grade,0.5064902646030953,11.393390457443987,3.3219280948873626,4.169925001442312,0.0,0,2.321928094887362,2,True,2,0
35300737,485160183,Stub,-32.41,22.5,18.2,50.12,43.1,13.28,43,13.0,9.6,12th and 13th grade,0.7291666666666667,8.199672344836364,0.0,3.0,0.0010416666666666667,0,2.807354922057604,3,True,1,0
35305594,485247116,Stub,-65.23,26.8,19.3,56.44,47.6,14.29,34,14.0,9.2,13th and 14th grade,0.8471882640586796,7.276124405274238,0.0,2.321928094887362,0.0,1,2.0,2,True,1,0
18449921,485258869,Stub,21.4,14.3,15.9,29.81,25.3,12.28,90,7.0,8.4,29th and 30th grade,0.4482758620689655,10.207014320177533,2.321928094887362,4.0,0.0,0,2.584962500721156,2,False,1,0
6634560,485377223,Start,23.09,17.7,19.3,27.22,29.9,10.99,196,54.5,14.4,29th and 30th grade,0.6655290102389079,11.109830654278793,0.0,5.169925001442312,0.0,3,3.700439718141092,3,True,4,0
4914859,485421407,C,7.86,17.4,15.9,31.56,28.8,9.97,425,8.5,10.4,9th and 10th grade,0.6495655080213903,12.569380959522295,4.807354922057604,5.954196310386876,0.0,12,4.08746284125034,10,False,6,0
6204251,485422953,GA,3.46,17.0,14.6,36.36,30.9,9.1,274,8.0,8.8,8th and 9th grade,0.7237787730444745,11.817783121774534,4.247927513443585,5.426264754702098,0.00020831163420477033,16,3.700439718141092,2,True,6,0
35316462,485438596,Stub,-13.79,23.6,22.9,40.15,42.0,12.53,63,51.5,15.6,12th and 13th grade,0.7410287081339713,8.879583249612784,1.5849625007211563,3.5849625007211565,0.0,0,3.0,5,True,1,0
35319547,485479204,Stub,-10.41,18.2,17.1,41.11,33.8,13.24,66,19.5,7.6,19th and 20th grade,0.7086193745232647,8.945443836377912,2.0,4.459431618637297,0.0,0,2.321928094887362,2,False,1,0
32850432,485489262,FA,34.6,15.4,15.9,19.03,21.9,8.52,834,7.5,13.2,15th and 16th grade,0.4774069698759599,14.344989344622697,5.954196310386876,6.375039431346925,0.00011075014766686355,11,2.807354922057604,3,False,7,3
31077429,485492075,Stub,-6.69,20.9,20.3,38.12,37.0,12.49,39,21.0,12.8,20th and 21th grade,0.5918367346938775,8.519636252843213,0.0,2.321928094887362,0.0011337868480725624,0,2.807354922057604,7,False,0,0
2518804,485560951,GA,29.86,13.1,14.6,25.4,21.7,10.05,648,12.5,8.4,12th and 13th grade,0.617702817545924,13.017852331905962,5.807354922057605,7.011227255423254,0.00013074459044257043,11,4.459431618637297,3,False,7,0
35324510,485588160,B,42.72,12.3,14.6,21.93,20.8,8.29,271,7.5,10.0,7th and 8th grade,0.4193832599118943,12.69631555889282,4.392317422778761,5.882643049361842,0.00011013215859030837,0,2.584962500721156,9,False,4,0
24270377,485646299,FA,26.81,14.2,15.9,28.6,25.7,9.14,694,6.5,9.6,9th and 10th grade,0.67152096031266,13.32853468965679,0.0,5.78135971352466,9.30535523193598e-05,19,7.03342300153745,5,False,8,0
27846305,485652868,Stub,-101.44,36.6,29.9,55.52,56.1,17.39,114,80.5,16.8,55th and 56th grade,0.8590047393364929,8.727920454563199,1.0,3.8073549220576037,0.0,0,3.0,2,True,1,0
27581224,485658416,Stub,-95.01,36.2,29.9,52.45,54.2,16.81,111,79.5,17.6,29th and 30th grade,0.8626439063120286,8.689997971419446,1.0,3.700439718141092,0.0,0,2.807354922057604,1,True,1,0
35139985,485704918,Start,-46.28,29.9,26.7,42.19,46.6,14.14,66,62.0,18.4,29th and 30th grade,0.7934038581207219,8.665335917185176,1.0,3.3219280948873626,0.0,1,3.0,5,True,1,0
5300134,485713848,C,36.28,12.7,14.6,23.61,21.0,9.75,710,26.0,9.2,9th and 10th grade,0.4996530989824237,13.568668693380506,4.857980995127573,6.426264754702098,0.0,8,3.8073549220576037,2,False,11,0
4022952,485747862,Start,-266.87,118.8,53.9,89.35,201.7,26.07,1228,13.5,112.0,118th and 119th grade,0.9649414503218451,10.63026712502677,0.0,8.169925001442312,0.0,0,7.426264754702098,6,False,3,10
35335612,485765775,Stub,-61.17,25.3,20.3,50.16,41.1,15.02,109,18.5,7.6,7th and 8th grade,0.9185072353389185,8.022367813028454,1.5849625007211563,3.9068905956085187,0.0,0,3.0,2,True,1,0
31331515,485786547,GA,33.24,13.8,14.6,23.15,21.9,9.5,649,16.0,10.4,9th and 10th grade,0.6080014140938015,13.26883436934376,4.754887502163469,6.339850002884625,0.00011784115012962527,19,3.3219280948873626,2,True,5,2
3405685,485813106,C,37.3,12.3,13.0,20.76,18.6,9.03,404,7.5,8.8,12th and 13th grade,0.4428463996991916,12.997885127829113,2.321928094887362,6.0,0.0006580184245158864,4,3.3219280948873626,6,False,7,0
746542,485814241,GA,-2.97,17.4,14.6,38.97,32.2,9.47,249,8.0,8.0,7th and 8th grade,0.7533301041414386,11.517177252689542,4.321928094887363,4.754887502163469,0.0,17,3.700439718141092,1,True,5,0
35340704,485827030,Start,37.64,14.2,14.6,20.37,21.5,10.59,173,14.0,12.0,14th and 15th grade,0.5508035957504767,11.254438148267257,1.0,5.426264754702098,0.0,1,2.321928094887362,3,True,4,0
5645732,485862415,GA,57.27,8.8,13.0,24.64,20.2,8.05,1941,7.5,7.6,7th and 8th grade,0.6836033418089358,14.802415389090323,7.149747119504682,8.933690654952235,7.264802034144569e-05,0,7.129283016944966,5,True,13,1
4846240,485882207,C,-0.94,16.6,14.6,35.89,29.0,10.38,790,10.5,7.2,10th and 11th grade,0.49976117692013755,13.71284937838781,4.459431618637297,6.523561956057013,0.0008119984715322889,0,3.700439718141092,5,True,10,1
28129072,485910087,Stub,-93.99,35.8,29.3,53.96,55.2,17.31,115,79.5,17.2,53th and 54th grade,0.8403162055335969,8.867278739709663,1.0,3.700439718141092,0.0,0,2.807354922057604,2,True,1,0
27846833,485930936,Stub,-96.02,36.6,29.9,51.81,54.2,16.57,111,82.0,18.0,29th and 30th grade,0.8626373626373627,8.717676423066395,1.0,3.5849625007211565,0.0,0,3.0,2,True,1,0
35343614,485982824,B,43.73,11.9,14.6,20.25,18.6,8.99,461,43.5,9.6,43th and 44th grade,0.47497776699814054,13.086302118782555,4.807354922057604,6.409390936137703,0.0001616945589780904,7,3.0,8,True,5,2
27846584,486054767,Stub,-95.01,36.2,30.5,52.8,54.5,16.7,110,82.5,17.6,30th and 31th grade,0.8591269841269842,8.721099188707186,1.0,3.8073549220576037,0.0,0,3.0,2,True,1,0
25667328,486056631,Start,52.19,10.7,13.0,17.75,16.8,9.51,153,12.5,9.6,9th and 10th grade,0.3785672684915551,11.4948555844912,0.0,4.0,0.0005824111822947001,0,2.0,2,False,1,0
32535398,486100896,C,40.34,11.1,13.0,23.42,19.3,9.66,483,7.0,7.6,12th and 13th grade,0.4279121442611743,13.086467993464069,4.08746284125034,6.491853096329675,0.0001709255619177848,0,2.807354922057604,11,True,9,1
1266959,486143957,C,27.83,13.9,14.6,22.1,20.0,10.07,226,33.0,9.2,19th and 20th grade,0.5694471963542699,11.608716854020573,1.5849625007211563,4.700439718141093,0.0,2,2.807354922057604,10,False,3,0
11084007,486168846,FA,20.72,16.6,17.1,20.89,21.9,8.8,1659,31.0,12.0,16th and 17th grade,0.46926790816829245,15.255692505369424,0.0,6.906890595608519,7.882550004926594e-05,20,6.491853096329675,4,True,8,6
31728802,486201358,GA,33.24,13.8,14.6,21.75,21.1,8.13,692,19.5,10.4,21th and 22th grade,0.6308548968227973,13.760096169244093,5.426264754702098,6.988684686772166,4.094333442515558e-05,25,3.1699250014423126,2,True,8,5
4131651,486337168,GA,46.78,10.7,13.0,19.02,16.6,8.3,438,7.0,8.4,10th and 11th grade,0.49332315909958036,13.180996919579723,5.247927513443585,5.807354922057605,0.00015261350629530712,4,3.1699250014423126,2,True,5,2
25771484,486348607,Start,13.95,15.0,14.6,28.06,23.5,9.58,202,4.5,8.0,14th and 15th grade,0.4662051375478229,11.916252698812212,3.0,4.0,0.0,4,2.321928094887362,3,False,4,0
35411438,486459822,Stub,8.88,17.0,17.1,32.66,29.5,11.52,100,18.5,10.0,16th and 17th grade,0.7001194743130227,9.893301530860564,1.0,4.321928094887363,0.0,1,3.0,5,True,2,0
14280,486472369,GA,30.2,15.0,17.1,22.92,23.5,8.09,1845,28.5,11.6,11th and 12th grade,0.621492119089317,15.2600741865668,6.768184324776926,8.625708843064466,0.0,83,4.08746284125034,16,True,4,10
35419076,486529264,B,56.25,9.1,13.0,17.45,14.9,8.24,1072,6.0,8.0,7th and 8th grade,0.3222354340071344,14.73978060977326,6.523561956057013,6.507794640198696,0.0,0,2.0,2,True,7,0
35432007,486620887,Start,34.26,13.5,15.9,23.61,21.9,9.47,186,13.0,10.0,9th and 10th grade,0.6666666666666667,11.239598529249124,4.523561956057013,3.9068905956085187,0.0,3,3.9068905956085187,5,True,3,0
35435815,486654420,Stub,-64.21,32.7,29.3,49.5,53.2,16.54,87,78.5,18.8,18th and 19th grade,0.8828932261768083,8.05528243550119,1.0,4.169925001442312,0.0,0,3.1699250014423126,1,True,1,0
34952907,486667175,Stub,49.49,13.8,15.9,25.01,27.6,9.28,56,13.0,14.0,13th and 14th grade,0.7658227848101266,9.049848549450562,1.5849625007211563,3.700439718141092,0.0,1,4.0,5,True,1,0
14836625,486680829,Start,25.8,14.6,15.9,22.8,21.6,10.75,154,9.0,10.0,22th and 23th grade,0.43918918918918914,11.220378327695228,2.807354922057604,3.5849625007211565,0.0,1,1.5849625007211563,1,False,4,0
35455559,486791452,Stub,-42.22,22.1,18.2,50.62,40.7,15.28,35,12.5,6.8,12th and 13th grade,0.77947932618683,7.459431618637297,1.0,3.1699250014423126,0.0,0,2.0,2,False,1,0
32041156,486796013,Start,59.64,9.9,14.6,16.13,16.1,8.27,311,9.0,10.0,9th and 10th grade,0.3249503639973528,12.905763049602793,0.0,5.169925001442312,0.00011030222810500772,0,2.321928094887362,6,True,5,0
24197377,486804433,C,7.86,17.4,18.2,26.39,24.7,11.4,281,62.5,10.4,62th and 63th grade,0.6712592117910926,11.49585502688717,1.5849625007211563,3.4594316186372978,0.0,2,2.584962500721156,2,True,6,2
35460344,486870293,Stub,34.93,11.1,11.2,30.49,24.0,9.78,124,13.0,6.4,11th and 12th grade,0.892517356646953,9.014020470314934,1.5849625007211563,3.700439718141092,0.0,2,3.4594316186372978,3,True,3,0
269220,486878314,GA,30.87,12.7,13.0,29.98,25.0,9.16,297,7.5,8.0,12th and 13th grade,0.6236987818383167,12.196294745028263,3.9068905956085187,5.169925001442312,0.0003322259136212625,9,3.8073549220576037,2,True,6,0
35462679,486890326,Stub,-67.26,33.8,29.3,49.5,54.9,16.47,92,79.0,20.0,54th and 55th grade,0.8899470899470899,8.098032082960527,1.5849625007211563,4.169925001442312,0.0,0,3.1699250014423126,1,True,1,0
20841577,486896419,C,21.74,16.2,15.9,26.69,26.1,9.97,470,17.0,11.6,26th and 27th grade,0.5868525573478155,12.823367240046236,4.754887502163469,6.022367813028454,0.0,11,3.0,7,True,7,0
5097463,486924665,C,42.72,12.3,13.0,22.91,21.4,9.35,281,16.0,10.0,12th and 13th grade,0.43880326382592927,12.420749758296799,3.5849625007211565,5.857980995127572,0.0,1,2.321928094887362,3,True,6,0
35466228,486929809,B,-33.76,21.0,15.9,43.83,35.3,12.37,33,6.5,6.8,6th and 7th grade,0.7762803234501348,7.90086680798075,1.5849625007211563,1.5849625007211563,0.0,2,2.0,2,False,1,0
5427071,486987867,C,-8.04,19.3,15.9,36.66,32.6,10.61,1460,8.5,10.0,15th and 16th grade,0.6224841935565127,14.244289498135261,6.129283016944967,8.417852514885897,0.00025189551374090027,48,5.754887502163469,3,True,8,13
3485167,486993139,B,51.18,11.1,14.6,16.65,16.1,8.62,481,30.0,10.0,16th and 17th grade,0.3798348876318606,13.471294170667273,4.169925001442312,5.426264754702098,0.00015288182235132243,0,3.0,7,True,5,0
10446380,487030734,FA,29.18,15.4,17.1,24.2,24.6,8.98,2017,26.0,12.0,24th and 25th grade,0.594851769206248,15.097990947136825,0.0,7.426264754702098,7.969397513547975e-05,51,7.994353436858858,15,True,8,10
35431949,487077367,Stub,28.17,15.8,18.2,21.18,22.8,10.59,76,9.0,12.4,22th and 23th grade,0.3473618090452262,10.4093909361377,0.0,3.9068905956085187,0.0,1,1.0,7,False,3,0
28104124,487103052,Stub,-45.27,23.3,18.2,51.27,42.2,14.76,71,15.5,8.0,15th and 16th grade,0.7775510204081633,8.679480099505447,0.0,3.3219280948873626,0.0,0,3.3219280948873626,3,False,1,0
14501066,487222663,Start,58.28,8.4,11.2,17.51,14.2,8.57,286,11.0,7.2,10th and 11th grade,0.42989276139410193,12.527965641133955,2.807354922057604,4.459431618637297,0.0,2,2.807354922057604,1,False,4,10
